선수,연도,팀,연봉,WAR
정성곤,2018,kt,"4,700",0.978
윤근영,2018,kt,"4,200",-0.459
류희운,2018,kt,"4,000",0.675
남태혁,2018,kt,"3,300",-0.157
김진곤,2018,kt,"3,300",-0.333
김용주,2018,kt,"3,300",-0.178
이종혁,2018,kt,"3,200",0.859
김만수,2018,kt,"3,100",
이창진,2018,kt,"3,100",
박세진,2018,kt,"3,100",-0.947
송민섭,2018,kt,"3,000",-0.387
안치영,2018,kt,"3,000",
홍성무,2018,kt,"3,000",
이준수,2018,kt,"3,000",-0.046
배제성,2018,kt,"3,000",0.110
김태훈,2018,kt,"3,000",
정주후,2018,kt,"3,000",
홍현빈,2018,kt,"2,900",0.120
조근종,2018,kt,"2,900",
김종성,2018,kt,"2,800",
최건,2018,kt,"2,700",-0.049
임도혁,2018,kt,"2,700",
이범정,2018,kt,"2,700",
한승훈,2018,kt,"2,700",
이정현,2018,kt,"2,700",
한두솔,2018,kt,"2,700",
조대현,2018,kt,"2,700",
한기원,2018,kt,"2,700",
박재영,2018,kt,"2,700",
윤강찬,2018,kt,"2,700",
김병희,2018,kt,"2,700",
김민,2018,kt,"2,700",0.348
강백호,2018,kt,"2,700",1.437
김태오,2018,kt,"2,700",0.093
문상인,2018,kt,"2,700",
박주현,2018,kt,"2,700",
박준혁,2018,kt,"2,700",
김민섭,2018,kt,"2,700",
양승혁,2018,kt,"2,700",
안승한,2018,kt,"2,700",
신병률,2018,kt,"2,700",-0.063
백선기,2018,kt,"2,700",
고명성,2018,kt,"2,700",-0.044
김도영,2018,kt,0,
김동욱,2018,kt,0,
홍성용,2018,kt,0,0.678
피어밴드,2018,kt,0,3.777
강장산,2018,kt,0,
김달환,2018,kt,0,
김사율,2018,kt,0,0.333
오정복,2018,kt,0,-0.213
이성복,2018,kt,0,
이지찬,2018,kt,0,
이창엽,2018,kt,0,
박기혁,2018,kt,0,-0.612
니퍼트,2018,kt,0,4.739
김지열,2018,kt,0,
김성윤,2018,kt,0,
강승훈,2018,kt,0,
